CPT,ENDING,ZONEID,"	MW"
3/25/07,18:30:00,"	244","	7769"
3/25/07,18:30:00,"	246","	3041"
3/25/07,18:45:00,"	240","	5871"
3/25/07,18:45:00,"	242","	14348"
3/25/07,18:45:00,"	244","	7786"
3/25/07,18:45:00,"	246","	3044"
3/25/07,19:00:00,"	240","	5871"
3/25/07,19:00:00,"	242","	14333"
3/25/07,19:00:00,"	244","	7802"
3/25/07,19:00:00,"	246","	3050"
3/25/07,19:15:00,"	240","	5898"
3/25/07,19:15:00,"	242","	14547"
3/25/07,19:15:00,"	244","	7930"
3/25/07,19:15:00,"	246","	3002"
3/25/07,19:30:00,"	240","	5898"
3/25/07,19:30:00,"	242","	14535"
3/25/07,19:30:00,"	244","	7949"
3/25/07,19:30:00,"	246","	3008"
3/25/07,19:45:00,"	240","	5898"
3/25/07,19:45:00,"	242","	14528"
3/25/07,19:45:00,"	244","	7965"
3/25/07,19:45:00,"	246","	2965"
3/25/07,20:00:00,"	240","	5898"
3/25/07,20:00:00,"	242","	14529"
3/25/07,20:00:00,"	244","	7977"
3/25/07,20:00:00,"	246","	2943"
3/25/07,20:15:00,"	240","	5933"
3/25/07,20:15:00,"	242","	14496"
3/25/07,20:15:00,"	244","	8170"
3/25/07,20:15:00,"	246","	3223"
3/25/07,20:30:00,"	240","	5933"
3/25/07,20:30:00,"	242","	14498"
3/25/07,20:30:00,"	244","	8160"
3/25/07,20:30:00,"	246","	3214"
3/25/07,20:45:00,"	240","	5933"
3/25/07,20:45:00,"	242","	14499"
3/25/07,20:45:00,"	244","	8128"
3/25/07,20:45:00,"	246","	3182"
3/25/07,21:00:00,"	240","	5933"
3/25/07,21:00:00,"	242","	14500"
3/25/07,21:00:00,"	244","	8078"
3/25/07,21:00:00,"	246","	3155"
3/25/07,21:15:00,"	240","	5851"
3/25/07,21:15:00,"	242","	13897"
3/25/07,21:15:00,"	244","	8027"
3/25/07,21:15:00,"	246","	3124"
3/25/07,21:30:00,"	240","	5851"
3/25/07,21:30:00,"	242","	13887"
3/25/07,21:30:00,"	244","	8008"
3/25/07,21:30:00,"	246","	3127"
3/25/07,21:45:00,"	240","	5851"
3/25/07,21:45:00,"	242","	13896"
3/25/07,21:45:00,"	244","	7986"
3/25/07,21:45:00,"	246","	3156"
3/25/07,22:00:00,"	240","	5851"
3/25/07,22:00:00,"	242","	13913"
3/25/07,22:00:00,"	244","	7951"
3/25/07,22:00:00,"	246","	3129"
3/25/07,22:15:00,"	240","	5613"
3/25/07,22:15:00,"	242","	13137"
3/25/07,22:15:00,"	244","	7312"
3/25/07,22:15:00,"	246","	2289"
3/25/07,22:30:00,"	240","	5570"
3/25/07,22:30:00,"	242","	13098"
3/25/07,22:30:00,"	244","	7113"
3/25/07,22:30:00,"	246","	2263"
3/25/07,22:45:00,"	240","	5524"
3/25/07,22:45:00,"	242","	13103"
3/25/07,22:45:00,"	244","	6927"
3/25/07,22:45:00,"	246","	2178"
3/25/07,23:00:00,"	240","	5481"
3/25/07,23:00:00,"	242","	13129"
3/25/07,23:00:00,"	244","	6870"
3/25/07,23:00:00,"	246","	2125"
3/25/07,23:15:00,"	240","	5323"
3/25/07,23:15:00,"	242","	12206"
3/25/07,23:15:00,"	244","	6269"
3/25/07,23:15:00,"	246","	1896"
3/25/07,23:30:00,"	240","	5296"
3/25/07,23:30:00,"	242","	12213"
3/25/07,23:30:00,"	244","	6255"
3/25/07,23:30:00,"	246","	1799"
3/25/07,23:45:00,"	240","	5296"
3/25/07,23:45:00,"	242","	12218"
3/25/07,23:45:00,"	244","	6249"
3/25/07,23:45:00,"	246","	1745"
3/26/07,0:00:00,"	240","	5295"
3/26/07,0:00:00,"	242","	12219"
3/26/07,0:00:00,"	244","	6238"
3/26/07,0:00:00,"	246","	1740"
3/26/07,0:15:00,"	240","	5281"
3/26/07,0:15:00,"	242","	11960"
3/26/07,0:15:00,"	244","	6034"
3/26/07,0:15:00,"	246","	1388"
3/26/07,0:30:00,"	240","	5301"
3/26/07,0:30:00,"	242","	11735"
3/26/07,0:30:00,"	244","	6029"
3/26/07,0:30:00,"	246","	1377"
3/26/07,0:45:00,"	240","	5319"
3/26/07,0:45:00,"	242","	11719"
3/26/07,0:45:00,"	244","	6025"
3/26/07,0:45:00,"	246","	1345"
3/26/07,1:00:00,"	240","	5339"
3/26/07,1:00:00,"	242","	11718"
3/26/07,1:00:00,"	244","	6017"
3/26/07,1:00:00,"	246","	1342"
3/26/07,1:15:00,"	240","	5209"
3/26/07,1:15:00,"	242","	11464"
3/26/07,1:15:00,"	244","	5698"
3/26/07,1:15:00,"	246","	1293"
3/26/07,1:30:00,"	240","	5219"
3/26/07,1:30:00,"	242","	11464"
3/26/07,1:30:00,"	244","	5664"
3/26/07,1:30:00,"	246","	1273"
3/26/07,1:45:00,"	240","	5229"
3/26/07,1:45:00,"	242","	11464"
3/26/07,1:45:00,"	244","	5646"
3/26/07,1:45:00,"	246","	1255"
3/26/07,2:00:00,"	240","	5239"
3/26/07,2:00:00,"	242","	11464"
3/26/07,2:00:00,"	244","	5632"
3/26/07,2:00:00,"	246","	1246"
3/26/07,2:15:00,"	240","	5233"
3/26/07,2:15:00,"	242","	10424"
3/26/07,2:15:00,"	244","	5618"
3/26/07,2:15:00,"	246","	1167"
3/26/07,2:30:00,"	240","	5238"
3/26/07,2:30:00,"	242","	10424"
3/26/07,2:30:00,"	244","	5615"
3/26/07,2:30:00,"	246","	1159"
3/26/07,2:45:00,"	240","	5242"
3/26/07,2:45:00,"	242","	10424"
3/26/07,2:45:00,"	244","	5617"
3/26/07,2:45:00,"	246","	1133"
3/26/07,3:00:00,"	240","	5190"
3/26/07,3:00:00,"	242","	10424"
3/26/07,3:00:00,"	244","	5615"
3/26/07,3:00:00,"	246","	1130"
3/26/07,3:15:00,"	240","	5118"
3/26/07,3:15:00,"	242","	10314"
3/26/07,3:15:00,"	244","	5526"
3/26/07,3:15:00,"	246","	1247"
3/26/07,3:30:00,"	240","	5119"
3/26/07,3:30:00,"	242","	10314"
3/26/07,3:30:00,"	244","	5522"
3/26/07,3:30:00,"	246","	1245"
3/26/07,3:45:00,"	240","	5121"
3/26/07,3:45:00,"	242","	10314"
3/26/07,3:45:00,"	244","	5533"
3/26/07,3:45:00,"	246","	1214"
3/26/07,4:00:00,"	240","	5122"
3/26/07,4:00:00,"	242","	10314"
3/26/07,4:00:00,"	244","	5618"
3/26/07,4:00:00,"	246","	1210"
3/26/07,4:15:00,"	240","	5135"
3/26/07,4:15:00,"	242","	10451"
3/26/07,4:15:00,"	244","	5672"
3/26/07,4:15:00,"	246","	1233"
3/26/07,4:30:00,"	240","	5136"
3/26/07,4:30:00,"	242","	10470"
3/26/07,4:30:00,"	244","	5703"
3/26/07,4:30:00,"	246","	1230"
3/26/07,4:45:00,"	240","	5138"
3/26/07,4:45:00,"	242","	10476"
3/26/07,4:45:00,"	244","	5921"
3/26/07,4:45:00,"	246","	1213"
3/26/07,5:00:00,"	240","	5139"
3/26/07,5:00:00,"	242","	10490"
3/26/07,5:00:00,"	244","	6006"
3/26/07,5:00:00,"	246","	1203"
3/26/07,5:15:00,"	240","	5259"
3/26/07,5:15:00,"	242","	10705"
3/26/07,5:15:00,"	244","	6279"
3/26/07,5:15:00,"	246","	1324"
3/26/07,5:30:00,"	240","	5261"
3/26/07,5:30:00,"	242","	10762"
3/26/07,5:30:00,"	244","	6371"
3/26/07,5:30:00,"	246","	1346"
3/26/07,5:45:00,"	240","	5263"
3/26/07,5:45:00,"	242","	10806"
3/26/07,5:45:00,"	244","	6733"
3/26/07,5:45:00,"	246","	1319"
3/26/07,6:00:00,"	240","	5265"
3/26/07,6:00:00,"	242","	10838"
3/26/07,6:00:00,"	244","	7123"
3/26/07,6:00:00,"	246","	1391"
3/26/07,6:15:00,"	240","	6054"
3/26/07,6:15:00,"	242","	11275"
3/26/07,6:15:00,"	244","	8069"
3/26/07,6:15:00,"	246","	2102"
3/26/07,6:30:00,"	240","	6056"
3/26/07,6:30:00,"	242","	11424"
3/26/07,6:30:00,"	244","	8122"
3/26/07,6:30:00,"	246","	2103"
3/26/07,6:45:00,"	240","	6058"
3/26/07,6:45:00,"	242","	11469"
3/26/07,6:45:00,"	244","	8157"
3/26/07,6:45:00,"	246","	2058"
3/26/07,7:00:00,"	240","	6060"
3/26/07,7:00:00,"	242","	11467"
3/26/07,7:00:00,"	244","	8196"
3/26/07,7:00:00,"	246","	2039"
3/26/07,7:15:00,"	240","	5919"
3/26/07,7:15:00,"	242","	12438"
3/26/07,7:15:00,"	244","	8397"
3/26/07,7:15:00,"	246","	2199"
3/26/07,7:30:00,"	240","	5939"
3/26/07,7:30:00,"	242","	12488"
3/26/07,7:30:00,"	244","	8429"
3/26/07,7:30:00,"	246","	2199"
3/26/07,7:45:00,"	240","	5957"
3/26/07,7:45:00,"	242","	12488"
3/26/07,7:45:00,"	244","	8449"
3/26/07,7:45:00,"	246","	2242"
3/26/07,8:00:00,"	240","	5961"
3/26/07,8:00:00,"	242","	12488"
3/26/07,8:00:00,"	244","	8459"
3/26/07,8:00:00,"	246","	2241"
3/26/07,8:15:00,"	240","	6077"
3/26/07,8:15:00,"	242","	12141"
3/26/07,8:15:00,"	244","	8453"
3/26/07,8:15:00,"	246","	2102"
3/26/07,8:30:00,"	240","	6077"
3/26/07,8:30:00,"	242","	12144"
3/26/07,8:30:00,"	244","	8455"
3/26/07,8:30:00,"	246","	2105"
3/26/07,8:45:00,"	240","	6077"
3/26/07,8:45:00,"	242","	12141"
3/26/07,8:45:00,"	244","	8438"
3/26/07,8:45:00,"	246","	2027"
3/26/07,9:00:00,"	240","	6093"
3/26/07,9:00:00,"	242","	12131"
3/26/07,9:00:00,"	244","	8417"
3/26/07,9:00:00,"	246","	2033"
3/26/07,9:15:00,"	240","	6063"
3/26/07,9:15:00,"	242","	12588"
3/26/07,9:15:00,"	244","	8519"
3/26/07,9:15:00,"	246","	1929"
3/26/07,9:30:00,"	240","	6063"
3/26/07,9:30:00,"	242","	12584"
3/26/07,9:30:00,"	244","	8526"
3/26/07,9:30:00,"	246","	1923"
3/26/07,9:45:00,"	240","	6063"
3/26/07,9:45:00,"	242","	12587"
3/26/07,9:45:00,"	244","	8528"
3/26/07,9:45:00,"	246","	1900"
3/26/07,10:00:00,"	240","	6063"
3/26/07,10:00:00,"	242","	12746"
3/26/07,10:00:00,"	244","	8531"
3/26/07,10:00:00,"	246","	1918"
3/26/07,10:15:00,"	240","	6211"
3/26/07,10:15:00,"	242","	13018"
3/26/07,10:15:00,"	244","	8677"
3/26/07,10:15:00,"	246","	1954"
3/26/07,10:30:00,"	240","	6211"
3/26/07,10:30:00,"	242","	13018"
3/26/07,10:30:00,"	244","	8681"
3/26/07,10:30:00,"	246","	1975"
3/26/07,10:45:00,"	240","	6211"
3/26/07,10:45:00,"	242","	13037"
3/26/07,10:45:00,"	244","	8693"
3/26/07,10:45:00,"	246","	1953"
3/26/07,11:00:00,"	240","	6211"
3/26/07,11:00:00,"	242","	13154"
3/26/07,11:00:00,"	244","	8714"
3/26/07,11:00:00,"	246","	1907"
3/26/07,11:15:00,"	240","	6535"
3/26/07,11:15:00,"	242","	13146"
3/26/07,11:15:00,"	244","	8870"
3/26/07,11:15:00,"	246","	1757"
3/26/07,11:30:00,"	240","	6525"
3/26/07,11:30:00,"	242","	13152"
3/26/07,11:30:00,"	244","	8893"
3/26/07,11:30:00,"	246","	1751"
3/26/07,11:45:00,"	240","	6525"
3/26/07,11:45:00,"	242","	13155"
3/26/07,11:45:00,"	244","	8908"
3/26/07,11:45:00,"	246","	1708"
3/26/07,12:00:00,"	240","	6531"
3/26/07,12:00:00,"	242","	13157"
3/26/07,12:00:00,"	244","	8914"
3/26/07,12:00:00,"	246","	1652"
3/26/07,12:15:00,"	240","	6604"
3/26/07,12:15:00,"	242","	13049"
3/26/07,12:15:00,"	244","	8832"
3/26/07,12:15:00,"	246","	1669"
3/26/07,12:30:00,"	240","	6606"
3/26/07,12:30:00,"	242","	13044"
3/26/07,12:30:00,"	244","	8835"
3/26/07,12:30:00,"	246","	1675"
3/26/07,12:45:00,"	240","	6610"
3/26/07,12:45:00,"	242","	13060"
3/26/07,12:45:00,"	244","	8837"
3/26/07,12:45:00,"	246","	1670"
3/26/07,13:00:00,"	240","	6612"
3/26/07,13:00:00,"	242","	13088"
3/26/07,13:00:00,"	244","	8835"
3/26/07,13:00:00,"	246","	1654"
3/26/07,13:15:00,"	240","	6693"
3/26/07,13:15:00,"	242","	12585"
3/26/07,13:15:00,"	244","	8978"
3/26/07,13:15:00,"	246","	2087"
3/26/07,13:30:00,"	240","	6693"
3/26/07,13:30:00,"	242","	12733"
3/26/07,13:30:00,"	244","	8977"
3/26/07,13:30:00,"	246","	2081"
3/26/07,13:45:00,"	240","	6700"
3/26/07,13:45:00,"	242","	12907"
3/26/07,13:45:00,"	244","	8974"
3/26/07,13:45:00,"	246","	2054"
3/26/07,14:00:00,"	240","	6716"
3/26/07,14:00:00,"	242","	12907"
3/26/07,14:00:00,"	244","	8971"
3/26/07,14:00:00,"	246","	2049"
3/26/07,14:15:00,"	240","	6673"
3/26/07,14:15:00,"	242","	12941"
3/26/07,14:15:00,"	244","	9086"
3/26/07,14:15:00,"	246","	2071"
3/26/07,14:30:00,"	240","	6723"
3/26/07,14:30:00,"	242","	13472"
3/26/07,14:30:00,"	244","	9094"
3/26/07,14:30:00,"	246","	1538"
3/26/07,14:45:00,"	240","	6778"
3/26/07,14:45:00,"	242","	12948"
3/26/07,14:45:00,"	244","	9101"
3/26/07,14:45:00,"	246","	2052"
3/26/07,15:00:00,"	240","	6784"
3/26/07,15:00:00,"	242","	12959"
3/26/07,15:00:00,"	244","	9107"
3/26/07,15:00:00,"	246","	2044"
3/26/07,15:15:00,"	240","	6782"
3/26/07,15:15:00,"	242","	12838"
3/26/07,15:15:00,"	244","	9247"
3/26/07,15:15:00,"	246","	2116"
3/26/07,15:30:00,"	240","	6791"
3/26/07,15:30:00,"	242","	13327"
3/26/07,15:30:00,"	244","	9255"
3/26/07,15:30:00,"	246","	1627"
3/26/07,15:45:00,"	240","	6799"
3/26/07,15:45:00,"	242","	12854"
3/26/07,15:45:00,"	244","	9260"
3/26/07,15:45:00,"	246","	2090"
3/26/07,16:00:00,"	240","	6808"
3/26/07,16:00:00,"	242","	12856"
3/26/07,16:00:00,"	244","	9266"
3/26/07,16:00:00,"	246","	2086"
3/26/07,16:15:00,"	240","	6768"
3/26/07,16:15:00,"	242","	13478"
3/26/07,16:15:00,"	244","	9291"
3/26/07,16:15:00,"	246","	1724"
3/26/07,16:30:00,"	240","	6771"
3/26/07,16:30:00,"	242","	13479"
3/26/07,16:30:00,"	244","	9295"
3/26/07,16:30:00,"	246","	1722"
3/26/07,16:45:00,"	240","	6801"
3/26/07,16:45:00,"	242","	13484"
3/26/07,16:45:00,"	244","	9298"
3/26/07,16:45:00,"	246","	1716"
3/26/07,17:00:00,"	240","	6818"
3/26/07,17:00:00,"	242","	13492"
3/26/07,17:00:00,"	244","	9298"
3/26/07,17:00:00,"	246","	1709"
3/26/07,17:15:00,"	240","	6672"
3/26/07,17:15:00,"	242","	13430"
3/26/07,17:15:00,"	244","	9287"
3/26/07,17:15:00,"	246","	1510"
3/26/07,17:30:00,"	240","	6672"
3/26/07,17:30:00,"	242","	13435"
3/26/07,17:30:00,"	244","	9291"
3/26/07,17:30:00,"	246","	1505"
3/26/07,17:45:00,"	240","	6672"
3/26/07,17:45:00,"	242","	13433"
3/26/07,17:45:00,"	244","	9296"
3/26/07,17:45:00,"	246","	1514"
3/26/07,18:00:00,"	240","	6672"
3/26/07,18:00:00,"	242","	13424"
3/26/07,18:00:00,"	244","	9302"
3/26/07,18:00:00,"	246","	1525"
3/26/07,18:15:00,"	240","	6704"
3/26/07,18:15:00,"	242","	13542"
3/26/07,18:15:00,"	244","	9314"
3/26/07,18:15:00,"	246","	1653"
3/26/07,18:30:00,"	240","	6704"
3/26/07,18:30:00,"	242","	13506"
3/26/07,18:30:00,"	244","	9325"
3/26/07,18:30:00,"	246","	1688"
3/26/07,18:45:00,"	240","	6704"
3/26/07,18:45:00,"	242","	13477"
3/26/07,18:45:00,"	244","	9338"
3/26/07,18:45:00,"	246","	1713"
3/26/07,19:00:00,"	240","	6704"
3/26/07,19:00:00,"	242","	13454"
3/26/07,19:00:00,"	244","	9352"
3/26/07,19:00:00,"	246","	1736"
3/26/07,19:15:00,"	240","	6683"
3/26/07,19:15:00,"	242","	13680"
3/26/07,19:15:00,"	244","	9383"
3/26/07,19:15:00,"	246","	1829"
3/26/07,19:30:00,"	240","	6682"
3/26/07,19:30:00,"	242","	13666"
3/26/07,19:30:00,"	244","	9392"
3/26/07,19:30:00,"	246","	1843"
3/26/07,19:45:00,"	240","	6680"
3/26/07,19:45:00,"	242","	13674"
3/26/07,19:45:00,"	244","	9399"
3/26/07,19:45:00,"	246","	1832"
3/26/07,20:00:00,"	240","	6679"
3/26/07,20:00:00,"	242","	13702"
3/26/07,20:00:00,"	244","	9402"
3/26/07,20:00:00,"	246","	1804"
3/26/07,20:15:00,"	240","	6658"
3/26/07,20:15:00,"	242","	13523"
3/26/07,20:15:00,"	244","	9059"
3/26/07,20:15:00,"	246","	1742"
3/26/07,20:30:00,"	240","	6630"
3/26/07,20:30:00,"	242","	13554"
3/26/07,20:30:00,"	244","	9056"
3/26/07,20:30:00,"	246","	1709"
3/26/07,20:45:00,"	240","	6612"
3/26/07,20:45:00,"	242","	13572"
3/26/07,20:45:00,"	244","	9030"
3/26/07,20:45:00,"	246","	1694"
3/26/07,21:00:00,"	240","	6612"
3/26/07,21:00:00,"	242","	13575"
3/26/07,21:00:00,"	244","	8981"
3/26/07,21:00:00,"	246","	1693"
3/26/07,21:15:00,"	240","	6426"
3/26/07,21:15:00,"	242","	13289"
3/26/07,21:15:00,"	244","	8706"
3/26/07,21:15:00,"	246","	1641"
3/26/07,21:30:00,"	240","	6426"
3/26/07,21:30:00,"	242","	13291"
3/26/07,21:30:00,"	244","	8648"
3/26/07,21:30:00,"	246","	1626"
3/26/07,21:45:00,"	240","	6423"
3/26/07,21:45:00,"	242","	13291"
3/26/07,21:45:00,"	244","	8596"
3/26/07,21:45:00,"	246","	1623"
3/26/07,22:00:00,"	240","	6421"
3/26/07,22:00:00,"	242","	13277"
3/26/07,22:00:00,"	244","	8546"
3/26/07,22:00:00,"	246","	1635"
3/26/07,22:15:00,"	240","	5793"
3/26/07,22:15:00,"	242","	12791"
3/26/07,22:15:00,"	244","	8096"
3/26/07,22:15:00,"	246","	1303"
3/26/07,22:30:00,"	240","	5768"
3/26/07,22:30:00,"	242","	12531"
3/26/07,22:30:00,"	244","	8080"
3/26/07,22:30:00,"	246","	1346"
3/26/07,22:45:00,"	240","	5745"
3/26/07,22:45:00,"	242","	12355"
3/26/07,22:45:00,"	244","	8068"
3/26/07,22:45:00,"	246","	1357"
3/26/07,23:00:00,"	240","	5722"
3/26/07,23:00:00,"	242","	12342"
3/26/07,23:00:00,"	244","	8044"
3/26/07,23:00:00,"	246","	1340"
3/26/07,23:15:00,"	240","	5333"
3/26/07,23:15:00,"	242","	11724"
3/26/07,23:15:00,"	244","	7504"
3/26/07,23:15:00,"	246","	1231"
3/26/07,23:30:00,"	240","	5333"
3/26/07,23:30:00,"	242","	11737"
3/26/07,23:30:00,"	244","	7331"
3/26/07,23:30:00,"	246","	1131"
3/26/07,23:45:00,"	240","	5333"
3/26/07,23:45:00,"	242","	11754"
3/26/07,23:45:00,"	244","	7186"
3/26/07,23:45:00,"	246","	1064"
3/27/07,0:00:00,"	240","	5333"
3/27/07,0:00:00,"	242","	11764"
3/27/07,0:00:00,"	244","	7171"
3/27/07,0:00:00,"	246","	1050"
3/27/07,0:15:00,"	240","	5439"
3/27/07,0:15:00,"	242","	10702"
3/27/07,0:15:00,"	244","	6706"
3/27/07,0:15:00,"	246","	1114"
3/27/07,0:30:00,"	240","	5343"
3/27/07,0:30:00,"	242","	10712"
3/27/07,0:30:00,"	244","	6701"
3/27/07,0:30:00,"	246","	1104"
3/27/07,0:45:00,"	240","	5267"
3/27/07,0:45:00,"	242","	10733"
3/27/07,0:45:00,"	244","	6697"
3/27/07,0:45:00,"	246","	1086"
3/27/07,1:00:00,"	240","	5243"
3/27/07,1:00:00,"	242","	10764"
3/27/07,1:00:00,"	244","	6688"
3/27/07,1:00:00,"	246","	1059"
3/27/07,1:15:00,"	240","	5216"
3/27/07,1:15:00,"	242","	10595"
3/27/07,1:15:00,"	244","	6525"
3/27/07,1:15:00,"	246","	955"
3/27/07,1:30:00,"	240","	5216"
3/27/07,1:30:00,"	242","	10602"
3/27/07,1:30:00,"	244","	6497"
3/27/07,1:30:00,"	246","	946"
3/27/07,1:45:00,"	240","	5216"
3/27/07,1:45:00,"	242","	10607"
3/27/07,1:45:00,"	244","	6481"
3/27/07,1:45:00,"	246","	936"
3/27/07,2:00:00,"	240","	5216"
3/27/07,2:00:00,"	242","	10608"
3/27/07,2:00:00,"	244","	6469"
3/27/07,2:00:00,"	246","	935"
3/27/07,2:15:00,"	240","	5204"
3/27/07,2:15:00,"	242","	10431"
3/27/07,2:15:00,"	244","	6361"
3/27/07,2:15:00,"	246","	1064"
3/27/07,2:30:00,"	240","	5204"
3/27/07,2:30:00,"	242","	10399"
3/27/07,2:30:00,"	244","	6354"
3/27/07,2:30:00,"	246","	1096"
3/27/07,2:45:00,"	240","	5204"
3/27/07,2:45:00,"	242","	10381"
3/27/07,2:45:00,"	244","	6351"
3/27/07,2:45:00,"	246","	1115"
3/27/07,3:00:00,"	240","	5204"
3/27/07,3:00:00,"	242","	10376"
3/27/07,3:00:00,"	244","	6350"
3/27/07,3:00:00,"	246","	1126"
3/27/07,3:15:00,"	240","	5206"
3/27/07,3:15:00,"	242","	10356"
3/27/07,3:15:00,"	244","	6397"
3/27/07,3:15:00,"	246","	1159"
3/27/07,3:30:00,"	240","	5206"
3/27/07,3:30:00,"	242","	10358"
3/27/07,3:30:00,"	244","	6411"
3/27/07,3:30:00,"	246","	1159"
3/27/07,3:45:00,"	240","	5206"
3/27/07,3:45:00,"	242","	10363"
3/27/07,3:45:00,"	244","	6418"
3/27/07,3:45:00,"	246","	1128"
3/27/07,4:00:00,"	240","	5206"
3/27/07,4:00:00,"	242","	10373"
3/27/07,4:00:00,"	244","	6426"
3/27/07,4:00:00,"	246","	1115"
3/27/07,4:15:00,"	240","	5220"
3/27/07,4:15:00,"	242","	10577"
3/27/07,4:15:00,"	244","	6447"
3/27/07,4:15:00,"	246","	1169"
3/27/07,4:30:00,"	240","	5220"
3/27/07,4:30:00,"	242","	10605"
3/27/07,4:30:00,"	244","	6459"
3/27/07,4:30:00,"	246","	1195"
3/27/07,4:45:00,"	240","	5220"
3/27/07,4:45:00,"	242","	10611"
3/27/07,4:45:00,"	244","	6591"
3/27/07,4:45:00,"	246","	1215"
3/27/07,5:00:00,"	240","	5220"
3/27/07,5:00:00,"	242","	10616"
3/27/07,5:00:00,"	244","	6646"
3/27/07,5:00:00,"	246","	1228"
3/27/07,5:15:00,"	240","	5375"
3/27/07,5:15:00,"	242","	10900"
3/27/07,5:15:00,"	244","	6912"
3/27/07,5:15:00,"	246","	1278"
3/27/07,5:30:00,"	240","	5375"
3/27/07,5:30:00,"	242","	10948"
3/27/07,5:30:00,"	244","	6979"
3/27/07,5:30:00,"	246","	1315"
3/27/07,5:45:00,"	240","	5375"
3/27/07,5:45:00,"	242","	10992"
3/27/07,5:45:00,"	244","	7347"
3/27/07,5:45:00,"	246","	1364"
3/27/07,6:00:00,"	240","	5375"
3/27/07,6:00:00,"	242","	11032"
3/27/07,6:00:00,"	244","	7678"
3/27/07,6:00:00,"	246","	1444"
3/27/07,6:15:00,"	240","	6227"
3/27/07,6:15:00,"	242","	12043"
3/27/07,6:15:00,"	244","	8106"
3/27/07,6:15:00,"	246","	1621"
3/27/07,6:30:00,"	240","	6235"
3/27/07,6:30:00,"	242","	12049"
3/27/07,6:30:00,"	244","	8145"
3/27/07,6:30:00,"	246","	1627"
3/27/07,6:45:00,"	240","	6243"
3/27/07,6:45:00,"	242","	12103"
3/27/07,6:45:00,"	244","	8190"
3/27/07,6:45:00,"	246","	1650"
3/27/07,7:00:00,"	240","	6251"
3/27/07,7:00:00,"	242","	12253"
3/27/07,7:00:00,"	244","	8243"
3/27/07,7:00:00,"	246","	1659"
3/27/07,7:15:00,"	240","	6273"
3/27/07,7:15:00,"	242","	12826"
3/27/07,7:15:00,"	244","	8455"
3/27/07,7:15:00,"	246","	1714"
3/27/07,7:30:00,"	240","	6293"
3/27/07,7:30:00,"	242","	12844"
3/27/07,7:30:00,"	244","	8501"
3/27/07,7:30:00,"	246","	1744"
3/27/07,7:45:00,"	240","	6313"
3/27/07,7:45:00,"	242","	12826"
3/27/07,7:45:00,"	244","	8528"
3/27/07,7:45:00,"	246","	1764"
3/27/07,8:00:00,"	240","	6333"
3/27/07,8:00:00,"	242","	12821"
3/27/07,8:00:00,"	244","	8548"
3/27/07,8:00:00,"	246","	1773"
3/27/07,8:15:00,"	240","	6288"
3/27/07,8:15:00,"	242","	12904"
3/27/07,8:15:00,"	244","	8547"
3/27/07,8:15:00,"	246","	1699"
3/27/07,8:30:00,"	240","	6302"
3/27/07,8:30:00,"	242","	12903"
3/27/07,8:30:00,"	244","	8561"
3/27/07,8:30:00,"	246","	1701"
3/27/07,8:45:00,"	240","	6316"
3/27/07,8:45:00,"	242","	12901"
3/27/07,8:45:00,"	244","	8578"
3/27/07,8:45:00,"	246","	1702"
3/27/07,9:00:00,"	240","	6330"
3/27/07,9:00:00,"	242","	12897"
3/27/07,9:00:00,"	244","	8599"
3/27/07,9:00:00,"	246","	1711"
3/27/07,9:15:00,"	240","	6764"
3/27/07,9:15:00,"	242","	12839"
3/27/07,9:15:00,"	244","	8816"
3/27/07,9:15:00,"	246","	1750"
3/27/07,9:30:00,"	240","	6778"
3/27/07,9:30:00,"	242","	12840"
3/27/07,9:30:00,"	244","	8827"
3/27/07,9:30:00,"	246","	1752"
3/27/07,9:45:00,"	240","	6792"
3/27/07,9:45:00,"	242","	12869"
3/27/07,9:45:00,"	244","	8836"
3/27/07,9:45:00,"	246","	1725"
3/27/07,10:00:00,"	240","	6806"
3/27/07,10:00:00,"	242","	13004"
3/27/07,10:00:00,"	244","	8841"
3/27/07,10:00:00,"	246","	1689"
3/27/07,10:15:00,"	240","	6803"
3/27/07,10:15:00,"	242","	13058"
3/27/07,10:15:00,"	244","	8924"
3/27/07,10:15:00,"	246","	1601"
3/27/07,10:30:00,"	240","	6814"
3/27/07,10:30:00,"	242","	13066"
3/27/07,10:30:00,"	244","	8930"
3/27/07,10:30:00,"	246","	1590"
3/27/07,10:45:00,"	240","	6823"
3/27/07,10:45:00,"	242","	13069"
3/27/07,10:45:00,"	244","	8942"
3/27/07,10:45:00,"	246","	1552"
3/27/07,11:00:00,"	240","	6832"
3/27/07,11:00:00,"	242","	13066"
3/27/07,11:00:00,"	244","	8960"
3/27/07,11:00:00,"	246","	1545"
3/27/07,11:15:00,"	240","	7190"
3/27/07,11:15:00,"	242","	13449"
3/27/07,11:15:00,"	244","	9145"
3/27/07,11:15:00,"	246","	1582"
3/27/07,11:30:00,"	240","	7193"
3/27/07,11:30:00,"	242","	13445"
3/27/07,11:30:00,"	244","	9171"
3/27/07,11:30:00,"	246","	1577"
3/27/07,11:45:00,"	240","	7197"
3/27/07,11:45:00,"	242","	13444"
3/27/07,11:45:00,"	244","	9187"
3/27/07,11:45:00,"	246","	1567"
3/27/07,12:00:00,"	240","	7200"
3/27/07,12:00:00,"	242","	13443"
3/27/07,12:00:00,"	244","	9201"
