CPT,"ENDING	",ZONEID,MW
8/2/01,7:15:00,"	28","	23110"
8/2/01,7:30:00,"	24","	2803"
8/2/01,7:30:00,"	26","	10526"
8/2/01,7:30:00,"	28","	23218"
8/2/01,7:45:00,"	24","	2841"
8/2/01,7:45:00,"	26","	10679"
8/2/01,7:45:00,"	28","	23458"
8/2/01,8:00:00,"	24","	2854"
8/2/01,8:00:00,"	26","	10885"
8/2/01,8:00:00,"	28","	23680"
8/2/01,8:15:00,"	24","	2924"
8/2/01,8:15:00,"	26","	10997"
8/2/01,8:15:00,"	28","	24087"
8/2/01,8:30:00,"	24","	2975"
8/2/01,8:30:00,"	26","	11085"
8/2/01,8:30:00,"	28","	24438"
8/2/01,8:45:00,"	24","	3043"
8/2/01,8:45:00,"	26","	11220"
8/2/01,8:45:00,"	28","	24811"
8/2/01,9:00:00,"	24","	3103"
8/2/01,9:00:00,"	26","	11247"
8/2/01,9:00:00,"	28","	25262"
8/2/01,9:15:00,"	24","	3201"
8/2/01,9:15:00,"	26","	11567"
8/2/01,9:15:00,"	28","	26486"
8/2/01,9:30:00,"	24","	3269"
8/2/01,9:30:00,"	26","	11766"
8/2/01,9:30:00,"	28","	26833"
8/2/01,9:45:00,"	24","	3321"
8/2/01,9:45:00,"	26","	11987"
8/2/01,9:45:00,"	28","	27148"
8/2/01,10:00:00,"	24","	3413"
8/2/01,10:00:00,"	26","	12147"
8/2/01,10:00:00,"	28","	27445"
8/2/01,10:15:00,"	24","	3379"
8/2/01,10:15:00,"	26","	12469"
8/2/01,10:15:00,"	28","	28904"
8/2/01,10:30:00,"	24","	3412"
8/2/01,10:30:00,"	26","	12835"
8/2/01,10:30:00,"	28","	29228"
8/2/01,10:45:00,"	24","	3443"
8/2/01,10:45:00,"	26","	13078"
8/2/01,10:45:00,"	28","	29529"
8/2/01,11:00:00,"	24","	3457"
8/2/01,11:00:00,"	26","	13402"
8/2/01,11:00:00,"	28","	29788"
8/2/01,11:15:00,"	24","	3515"
8/2/01,11:15:00,"	26","	13637"
8/2/01,11:15:00,"	28","	30499"
8/2/01,11:30:00,"	24","	3551"
8/2/01,11:30:00,"	26","	13805"
8/2/01,11:30:00,"	28","	30764"
8/2/01,11:45:00,"	24","	3585"
8/2/01,11:45:00,"	26","	13958"
8/2/01,11:45:00,"	28","	30996"
8/2/01,12:00:00,"	24","	3640"
8/2/01,12:00:00,"	26","	14141"
8/2/01,12:00:00,"	28","	31227"
8/2/01,12:15:00,"	24","	3643"
8/2/01,12:15:00,"	26","	14395"
8/2/01,12:15:00,"	28","	31908"
8/2/01,12:30:00,"	24","	3669"
8/2/01,12:30:00,"	26","	14533"
8/2/01,12:30:00,"	28","	32114"
8/2/01,12:45:00,"	24","	3711"
8/2/01,12:45:00,"	26","	14674"
8/2/01,12:45:00,"	28","	32325"
8/2/01,13:00:00,"	24","	3724"
8/2/01,13:00:00,"	26","	14810"
8/2/01,13:00:00,"	28","	32489"
8/2/01,13:15:00,"	24","	3809"
8/2/01,13:15:00,"	26","	14998"
8/2/01,13:15:00,"	28","	33303"
8/2/01,13:30:00,"	24","	3872"
8/2/01,13:30:00,"	26","	15127"
8/2/01,13:30:00,"	28","	33564"
8/2/01,13:45:00,"	24","	3959"
8/2/01,13:45:00,"	26","	15232"
8/2/01,13:45:00,"	28","	33766"
8/2/01,14:00:00,"	24","	3986"
8/2/01,14:00:00,"	26","	15375"
8/2/01,14:00:00,"	28","	34008"
8/2/01,14:15:00,"	24","	4229"
8/2/01,14:15:00,"	26","	15446"
8/2/01,14:15:00,"	28","	34113"
8/2/01,14:30:00,"	24","	4339"
8/2/01,14:30:00,"	26","	15534"
8/2/01,14:30:00,"	28","	34218"
8/2/01,14:45:00,"	24","	4415"
8/2/01,14:45:00,"	26","	15622"
8/2/01,14:45:00,"	28","	34322"
8/2/01,15:00:00,"	24","	4568"
8/2/01,15:00:00,"	26","	15695"
8/2/01,15:00:00,"	28","	34414"
8/2/01,15:15:00,"	24","	4488"
8/2/01,15:15:00,"	26","	15829"
8/2/01,15:15:00,"	28","	34756"
8/2/01,15:30:00,"	24","	4520"
8/2/01,15:30:00,"	26","	15873"
8/2/01,15:30:00,"	28","	34855"
8/2/01,15:45:00,"	24","	4535"
8/2/01,15:45:00,"	26","	15912"
8/2/01,15:45:00,"	28","	34921"
8/2/01,16:00:00,"	24","	4572"
8/2/01,16:00:00,"	26","	15955"
8/2/01,16:00:00,"	28","	34974"
8/2/01,16:15:00,"	24","	4544"
8/2/01,16:15:00,"	26","	15999"
8/2/01,16:15:00,"	28","	35072"
8/2/01,16:30:00,"	24","	4547"
8/2/01,16:30:00,"	26","	16017"
8/2/01,16:30:00,"	28","	35065"
8/2/01,16:45:00,"	24","	4544"
8/2/01,16:45:00,"	26","	16016"
8/2/01,16:45:00,"	28","	35044"
8/2/01,17:00:00,"	24","	4541"
8/2/01,17:00:00,"	26","	16068"
8/2/01,17:00:00,"	28","	35016"
8/2/01,17:15:00,"	24","	4489"
8/2/01,17:15:00,"	26","	16032"
8/2/01,17:15:00,"	28","	34697"
8/2/01,17:30:00,"	24","	4477"
8/2/01,17:30:00,"	26","	16033"
8/2/01,17:30:00,"	28","	34604"
8/2/01,17:45:00,"	24","	4435"
8/2/01,17:45:00,"	26","	16018"
8/2/01,17:45:00,"	28","	34540"
8/2/01,18:00:00,"	24","	4447"
8/2/01,18:00:00,"	26","	16045"
8/2/01,18:00:00,"	28","	34478"
8/2/01,18:15:00,"	24","	4308"
8/2/01,18:15:00,"	26","	15724"
8/2/01,18:15:00,"	28","	34518"
8/2/01,18:30:00,"	24","	4235"
8/2/01,18:30:00,"	26","	15634"
8/2/01,18:30:00,"	28","	34399"
8/2/01,18:45:00,"	24","	4138"
8/2/01,18:45:00,"	26","	15537"
8/2/01,18:45:00,"	28","	34240"
8/2/01,19:00:00,"	24","	4073"
8/2/01,19:00:00,"	26","	15422"
8/2/01,19:00:00,"	28","	34053"
8/2/01,19:15:00,"	24","	3878"
8/2/01,19:15:00,"	26","	15379"
8/2/01,19:15:00,"	28","	32554"
8/2/01,19:30:00,"	24","	3774"
8/2/01,19:30:00,"	26","	15272"
8/2/01,19:30:00,"	28","	32499"
8/2/01,19:45:00,"	24","	3711"
8/2/01,19:45:00,"	26","	15139"
8/2/01,19:45:00,"	28","	32421"
8/2/01,20:00:00,"	24","	3580"
8/2/01,20:00:00,"	26","	15090"
8/2/01,20:00:00,"	28","	32366"
8/2/01,20:15:00,"	24","	3665"
8/2/01,20:15:00,"	26","	14589"
8/2/01,20:15:00,"	28","	31349"
8/2/01,20:30:00,"	24","	3640"
8/2/01,20:30:00,"	26","	14419"
8/2/01,20:30:00,"	28","	31024"
8/2/01,20:45:00,"	24","	3631"
8/2/01,20:45:00,"	26","	14272"
8/2/01,20:45:00,"	28","	30778"
8/2/01,21:00:00,"	24","	3621"
8/2/01,21:00:00,"	26","	14102"
8/2/01,21:00:00,"	28","	30558"
8/2/01,21:15:00,"	24","	3591"
8/2/01,21:15:00,"	26","	13902"
8/2/01,21:15:00,"	28","	29625"
8/2/01,21:30:00,"	24","	3586"
8/2/01,21:30:00,"	26","	13800"
8/2/01,21:30:00,"	28","	29290"
8/2/01,21:45:00,"	24","	3609"
8/2/01,21:45:00,"	26","	13774"
8/2/01,21:45:00,"	28","	28918"
8/2/01,22:00:00,"	24","	3604"
8/2/01,22:00:00,"	26","	13505"
8/2/01,22:00:00,"	28","	28575"
8/2/01,22:15:00,"	24","	3572"
8/2/01,22:15:00,"	26","	12640"
8/2/01,22:15:00,"	28","	26799"
8/2/01,22:30:00,"	24","	3603"
8/2/01,22:30:00,"	26","	12680"
8/2/01,22:30:00,"	28","	26430"
8/2/01,22:45:00,"	24","	3562"
8/2/01,22:45:00,"	26","	12530"
8/2/01,22:45:00,"	28","	26053"
8/2/01,23:00:00,"	24","	3578"
8/2/01,23:00:00,"	26","	12826"
8/2/01,23:00:00,"	28","	25686"
8/2/01,23:15:00,"	24","	3375"
8/2/01,23:15:00,"	26","	11631"
8/2/01,23:15:00,"	28","	24864"
8/2/01,23:30:00,"	24","	3301"
8/2/01,23:30:00,"	26","	11272"
8/2/01,23:30:00,"	28","	24657"
8/2/01,23:45:00,"	24","	3221"
8/2/01,23:45:00,"	26","	10997"
8/2/01,23:45:00,"	28","	24615"
8/3/01,0:00:00,"	24","	3157"
8/3/01,0:00:00,"	26","	10518"
8/3/01,0:00:00,"	28","	24673"
8/3/01,0:15:00,"	24","	3103"
8/3/01,0:15:00,"	26","	10667"
8/3/01,0:15:00,"	28","	24913"
8/3/01,0:30:00,"	24","	3014"
8/3/01,0:30:00,"	26","	10584"
8/3/01,0:30:00,"	28","	24722"
8/3/01,0:45:00,"	24","	2937"
8/3/01,0:45:00,"	26","	10475"
8/3/01,0:45:00,"	28","	24481"
8/3/01,1:00:00,"	24","	2830"
8/3/01,1:00:00,"	26","	10417"
8/3/01,1:00:00,"	28","	24204"
8/3/01,1:15:00,"	24","	2595"
8/3/01,1:15:00,"	26","	10088"
8/3/01,1:15:00,"	28","	23612"
8/3/01,1:30:00,"	24","	2535"
8/3/01,1:30:00,"	26","	9950"
8/3/01,1:30:00,"	28","	23368"
8/3/01,1:45:00,"	24","	2502"
8/3/01,1:45:00,"	26","	9836"
8/3/01,1:45:00,"	28","	23115"
8/3/01,2:00:00,"	24","	2457"
8/3/01,2:00:00,"	26","	9670"
8/3/01,2:00:00,"	28","	22860"
8/3/01,2:15:00,"	24","	2513"
8/3/01,2:15:00,"	26","	9557"
8/3/01,2:15:00,"	28","	21778"
8/3/01,2:30:00,"	24","	2486"
8/3/01,2:30:00,"	26","	9480"
8/3/01,2:30:00,"	28","	21508"
8/3/01,2:45:00,"	24","	2461"
8/3/01,2:45:00,"	26","	9406"
8/3/01,2:45:00,"	28","	21317"
8/3/01,3:00:00,"	24","	2437"
8/3/01,3:00:00,"	26","	9315"
8/3/01,3:00:00,"	28","	21155"
8/3/01,3:15:00,"	24","	2434"
8/3/01,3:15:00,"	26","	9264"
8/3/01,3:15:00,"	28","	20781"
8/3/01,3:30:00,"	24","	2412"
8/3/01,3:30:00,"	26","	9212"
8/3/01,3:30:00,"	28","	20707"
8/3/01,3:45:00,"	24","	2399"
8/3/01,3:45:00,"	26","	9175"
8/3/01,3:45:00,"	28","	20649"
8/3/01,4:00:00,"	24","	2364"
8/3/01,4:00:00,"	26","	9099"
8/3/01,4:00:00,"	28","	20634"
8/3/01,4:15:00,"	24","	2545"
8/3/01,4:15:00,"	26","	9130"
8/3/01,4:15:00,"	28","	20380"
8/3/01,4:30:00,"	24","	2541"
8/3/01,4:30:00,"	26","	9131"
8/3/01,4:30:00,"	28","	20401"
8/3/01,4:45:00,"	24","	2527"
8/3/01,4:45:00,"	26","	9144"
8/3/01,4:45:00,"	28","	20494"
8/3/01,5:00:00,"	24","	2528"
8/3/01,5:00:00,"	26","	9132"
8/3/01,5:00:00,"	28","	20561"
8/3/01,5:15:00,"	24","	2582"
8/3/01,5:15:00,"	26","	9289"
8/3/01,5:15:00,"	28","	21074"
8/3/01,5:30:00,"	24","	2552"
8/3/01,5:30:00,"	26","	9283"
8/3/01,5:30:00,"	28","	21270"
8/3/01,5:45:00,"	24","	2484"
8/3/01,5:45:00,"	26","	9164"
8/3/01,5:45:00,"	28","	21422"
8/3/01,6:00:00,"	24","	2485"
8/3/01,6:00:00,"	26","	9351"
8/3/01,6:00:00,"	28","	21648"
8/3/01,6:15:00,"	24","	2311"
8/3/01,6:15:00,"	26","	9640"
8/3/01,6:15:00,"	28","	23342"
8/3/01,6:30:00,"	24","	2227"
8/3/01,6:30:00,"	26","	9418"
8/3/01,6:30:00,"	28","	23359"
8/3/01,6:45:00,"	24","	2251"
8/3/01,6:45:00,"	26","	9317"
8/3/01,6:45:00,"	28","	23401"
8/3/01,7:00:00,"	24","	2123"
8/3/01,7:00:00,"	26","	8873"
8/3/01,7:00:00,"	28","	23298"
8/3/01,7:15:00,"	24","	2520"
8/3/01,7:15:00,"	26","	9580"
8/3/01,7:15:00,"	28","	23678"
8/3/01,7:30:00,"	24","	2617"
8/3/01,7:30:00,"	26","	9673"
8/3/01,7:30:00,"	28","	23926"
8/3/01,7:45:00,"	24","	2661"
8/3/01,7:45:00,"	26","	9772"
8/3/01,7:45:00,"	28","	24020"
8/3/01,8:00:00,"	24","	2761"
8/3/01,8:00:00,"	26","	9859"
8/3/01,8:00:00,"	28","	24287"
8/3/01,8:15:00,"	24","	2650"
8/3/01,8:15:00,"	26","	9907"
8/3/01,8:15:00,"	28","	25084"
8/3/01,8:30:00,"	24","	2669"
8/3/01,8:30:00,"	26","	10009"
8/3/01,8:30:00,"	28","	25338"
8/3/01,8:45:00,"	24","	2719"
8/3/01,8:45:00,"	26","	10140"
8/3/01,8:45:00,"	28","	25644"
8/3/01,9:00:00,"	24","	2727"
8/3/01,9:00:00,"	26","	10203"
8/3/01,9:00:00,"	28","	25921"
8/3/01,9:15:00,"	24","	2873"
8/3/01,9:15:00,"	26","	9072"
8/3/01,9:15:00,"	28","	26818"
8/3/01,9:30:00,"	24","	2948"
8/3/01,9:30:00,"	26","	8749"
8/3/01,9:30:00,"	28","	27165"
8/3/01,9:45:00,"	24","	3022"
8/3/01,9:45:00,"	26","	8654"
8/3/01,9:45:00,"	28","	27535"
8/3/01,10:00:00,"	24","	3097"
8/3/01,10:00:00,"	26","	7988"
8/3/01,10:00:00,"	28","	27906"
8/3/01,10:15:00,"	24","	2845"
8/3/01,10:15:00,"	26","	9490"
8/3/01,10:15:00,"	28","	27880"
8/3/01,10:30:00,"	24","	2915"
8/3/01,10:30:00,"	26","	10165"
8/3/01,10:30:00,"	28","	28226"
8/3/01,10:45:00,"	24","	2975"
8/3/01,10:45:00,"	26","	10589"
8/3/01,10:45:00,"	28","	28570"
8/3/01,11:00:00,"	24","	3040"
8/3/01,11:00:00,"	26","	11421"
8/3/01,11:00:00,"	28","	28917"
8/3/01,11:15:00,"	24","	3086"
8/3/01,11:15:00,"	26","	11139"
8/3/01,11:15:00,"	28","	29387"
8/3/01,11:30:00,"	24","	3138"
8/3/01,11:30:00,"	26","	11331"
8/3/01,11:30:00,"	28","	29702"
8/3/01,11:45:00,"	24","	3187"
8/3/01,11:45:00,"	26","	11517"
8/3/01,11:45:00,"	28","	29984"
8/3/01,12:00:00,"	24","	3264"
8/3/01,12:00:00,"	26","	11703"
8/3/01,12:00:00,"	28","	30261"
8/3/01,12:15:00,"	24","	3250"
8/3/01,12:15:00,"	26","	11825"
8/3/01,12:15:00,"	28","	30794"
8/3/01,12:30:00,"	24","	3284"
8/3/01,12:30:00,"	26","	12010"
8/3/01,12:30:00,"	28","	31056"
8/3/01,12:45:00,"	24","	3324"
8/3/01,12:45:00,"	26","	12215"
8/3/01,12:45:00,"	28","	31312"
8/3/01,13:00:00,"	24","	3357"
8/3/01,13:00:00,"	26","	12380"
8/3/01,13:00:00,"	28","	31579"
8/3/01,13:15:00,"	24","	3404"
8/3/01,13:15:00,"	26","	12661"
8/3/01,13:15:00,"	28","	31998"
8/3/01,13:30:00,"	24","	3447"
8/3/01,13:30:00,"	26","	12872"
8/3/01,13:30:00,"	28","	32220"
8/3/01,13:45:00,"	24","	3495"
8/3/01,13:45:00,"	26","	13071"
8/3/01,13:45:00,"	28","	32424"
8/3/01,14:00:00,"	24","	3532"
8/3/01,14:00:00,"	26","	13279"
8/3/01,14:00:00,"	28","	32653"
8/3/01,14:15:00,"	24","	3597"
8/3/01,14:15:00,"	26","	13490"
8/3/01,14:15:00,"	28","	33417"
8/3/01,14:30:00,"	24","	3651"
8/3/01,14:30:00,"	26","	13668"
8/3/01,14:30:00,"	28","	33604"
8/3/01,14:45:00,"	24","	3700"
8/3/01,14:45:00,"	26","	13799"
8/3/01,14:45:00,"	28","	33792"
8/3/01,15:00:00,"	24","	3751"
8/3/01,15:00:00,"	26","	14032"
8/3/01,15:00:00,"	28","	33914"
8/3/01,15:15:00,"	24","	3757"
8/3/01,15:15:00,"	26","	14054"
8/3/01,15:15:00,"	28","	34328"
8/3/01,15:30:00,"	24","	3805"
8/3/01,15:30:00,"	26","	14125"
8/3/01,15:30:00,"	28","	34493"
8/3/01,15:45:00,"	24","	3835"
8/3/01,15:45:00,"	26","	14207"
8/3/01,15:45:00,"	28","	34590"
8/3/01,16:00:00,"	24","	3894"
8/3/01,16:00:00,"	26","	14255"
8/3/01,16:00:00,"	28","	34716"
8/3/01,16:15:00,"	24","	3869"
8/3/01,16:15:00,"	26","	14413"
8/3/01,16:15:00,"	28","	34877"
8/3/01,16:30:00,"	24","	3884"
8/3/01,16:30:00,"	26","	14495"
8/3/01,16:30:00,"	28","	34883"
8/3/01,16:45:00,"	24","	3890"
8/3/01,16:45:00,"	26","	14556"
8/3/01,16:45:00,"	28","	34833"
8/3/01,17:00:00,"	24","	3901"
8/3/01,17:00:00,"	26","	14674"
8/3/01,17:00:00,"	28","	34764"
8/3/01,17:15:00,"	24","	3913"
8/3/01,17:15:00,"	26","	14628"
8/3/01,17:15:00,"	28","	34571"
8/3/01,17:30:00,"	24","	3913"
8/3/01,17:30:00,"	26","	14646"
8/3/01,17:30:00,"	28","	34455"
8/3/01,17:45:00,"	24","	3895"
8/3/01,17:45:00,"	26","	14628"
8/3/01,17:45:00,"	28","	34324"
8/3/01,18:00:00,"	24","	3903"
8/3/01,18:00:00,"	26","	14701"
8/3/01,18:00:00,"	28","	34170"
8/3/01,18:15:00,"	24","	3851"
8/3/01,18:15:00,"	26","	14459"
8/3/01,18:15:00,"	28","	33864"
8/3/01,18:30:00,"	24","	3815"
8/3/01,18:30:00,"	26","	14381"
8/3/01,18:30:00,"	28","	33665"
8/3/01,18:45:00,"	24","	3752"
8/3/01,18:45:00,"	26","	14277"
8/3/01,18:45:00,"	28","	33483"
8/3/01,19:00:00,"	24","	3732"
8/3/01,19:00:00,"	26","	14211"
8/3/01,19:00:00,"	28","	33314"
8/3/01,19:15:00,"	24","	3561"
8/3/01,19:15:00,"	26","	14013"
8/3/01,19:15:00,"	28","	33014"
8/3/01,19:30:00,"	24","	3480"
8/3/01,19:30:00,"	26","	13871"
8/3/01,19:30:00,"	28","	32844"
8/3/01,19:45:00,"	24","	3422"
8/3/01,19:45:00,"	26","	13702"
8/3/01,19:45:00,"	28","	32612"
8/3/01,20:00:00,"	24","	3340"
8/3/01,20:00:00,"	26","	13619"
8/3/01,20:00:00,"	28","	32422"
8/3/01,20:15:00,"	24","	3331"
8/3/01,20:15:00,"	26","	13166"
8/3/01,20:15:00,"	28","	31891"
8/3/01,20:30:00,"	24","	3286"
8/3/01,20:30:00,"	26","	12963"
8/3/01,20:30:00,"	28","	31705"
8/3/01,20:45:00,"	24","	3256"
8/3/01,20:45:00,"	26","	12789"
8/3/01,20:45:00,"	28","	31580"
8/3/01,21:00:00,"	24","	3228"
8/3/01,21:00:00,"	26","	12572"
8/3/01,21:00:00,"	28","	31432"
8/3/01,21:15:00,"	24","	3155"
8/3/01,21:15:00,"	26","	12368"
8/3/01,21:15:00,"	28","	31240"
8/3/01,21:30:00,"	24","	3139"
8/3/01,21:30:00,"	26","	12279"
8/3/01,21:30:00,"	28","	31045"
8/3/01,21:45:00,"	24","	3180"
8/3/01,21:45:00,"	26","	12354"
8/3/01,21:45:00,"	28","	30755"
8/3/01,22:00:00,"	24","	3116"
8/3/01,22:00:00,"	26","	11971"
8/3/01,22:00:00,"	28","	30415"
8/3/01,22:15:00,"	24","	3272"
8/3/01,22:15:00,"	26","	12064"
8/3/01,22:15:00,"	28","	27800"
8/3/01,22:30:00,"	24","	3345"
8/3/01,22:30:00,"	26","	12305"
8/3/01,22:30:00,"	28","	27471"
8/3/01,22:45:00,"	24","	3301"
8/3/01,22:45:00,"	26","	12327"
8/3/01,22:45:00,"	28","	27196"
8/3/01,23:00:00,"	24","	3429"
8/3/01,23:00:00,"	26","	12872"
8/3/01,23:00:00,"	28","	26943"
8/3/01,23:15:00,"	24","	2992"
8/3/01,23:15:00,"	26","	11710"
8/3/01,23:15:00,"	28","	26258"
8/3/01,23:30:00,"	24","	2864"
8/3/01,23:30:00,"	26","	11433"
8/3/01,23:30:00,"	28","	25936"
8/3/01,23:45:00,"	24","	2756"
8/3/01,23:45:00,"	26","	11086"
8/3/01,23:45:00,"	28","	25530"
8/4/01,0:00:00,"	24","	2598"
8/4/01,0:00:00,"	26","	10917"
8/4/01,0:00:00,"	28","	25157"
8/4/01,0:15:00,"	24","	2365"
8/4/01,0:15:00,"	26","	10347"
8/4/01,0:15:00,"	28","	24022"
8/4/01,0:30:00,"	24","	2269"
8/4/01,0:30:00,"	26","	9965"
8/4/01,0:30:00,"	28","	23698"
8/4/01,0:45:00,"	24","	2181"
8/4/01,0:45:00,"	26","	9676"
8/4/01,0:45:00,"	28","	23435"
8/4/01,1:00:00,"	24","	2073"
8/4/01,1:00:00,"	26","	9140"
8/4/01,1:00:00,"	28","	23168"
8/4/01,1:15:00,"	24","	2074"
8/4/01,1:15:00,"	26","	9161"
8/4/01,1:15:00,"	28","	22894"
8/4/01,1:30:00,"	24","	1998"
8/4/01,1:30:00,"	26","	9000"
8/4/01,1:30:00,"	28","	22646"
8/4/01,1:45:00,"	24","	1950"
8/4/01,1:45:00,"	26","	8927"
8/4/01,1:45:00,"	28","	22376"
8/4/01,2:00:00,"	24","	1887"
8/4/01,2:00:00,"	26","	8644"
8/4/01,2:00:00,"	28","	22155"
8/4/01,2:15:00,"	24","	1879"
8/4/01,2:15:00,"	26","	8776"
8/4/01,2:15:00,"	28","	21381"
8/4/01,2:30:00,"	24","	1842"
8/4/01,2:30:00,"	26","	8790"
8/4/01,2:30:00,"	28","	21129"
8/4/01,2:45:00,"	24","	1815"
8/4/01,2:45:00,"	26","	8805"
8/4/01,2:45:00,"	28","	20942"
8/4/01,3:00:00,"	24","	1769"
8/4/01,3:00:00,"	26","	8811"
8/4/01,3:00:00,"	28","	20681"
8/4/01,3:15:00,"	24","	1770"
8/4/01,3:15:00,"	26","	8691"
8/4/01,3:15:00,"	28","	20195"
8/4/01,3:30:00,"	24","	1758"
8/4/01,3:30:00,"	26","	8692"
8/4/01,3:30:00,"	28","	20090"
8/4/01,3:45:00,"	24","	1753"
8/4/01,3:45:00,"	26","	8700"
8/4/01,3:45:00,"	28","	19998"
8/4/01,4:00:00,"	24","	1728"
8/4/01,4:00:00,"	26","	8686"
8/4/01,4:00:00,"	28","	19915"
8/4/01,4:15:00,"	24","	1708"
8/4/01,4:15:00,"	26","	8754"
8/4/01,4:15:00,"	28","	19439"
8/4/01,4:30:00,"	24","	1712"
8/4/01,4:30:00,"	26","	8756"
8/4/01,4:30:00,"	28","	19381"
8/4/01,4:45:00,"	24","	1712"
8/4/01,4:45:00,"	26","	8772"
8/4/01,4:45:00,"	28","	19345"
8/4/01,5:00:00,"	24","	1717"
8/4/01,5:00:00,"	26","	8761"
8/4/01,5:00:00,"	28","	19343"
8/4/01,5:15:00,"	24","	1796"
8/4/01,5:15:00,"	26","	8770"
8/4/01,5:15:00,"	28","	19074"
8/4/01,5:30:00,"	24","	1785"
8/4/01,5:30:00,"	26","	8785"
8/4/01,5:30:00,"	28","	19049"
8/4/01,5:45:00,"	24","	1740"
8/4/01,5:45:00,"	26","	8788"
8/4/01,5:45:00,"	28","	19030"
8/4/01,6:00:00,"	24","	1750"
8/4/01,6:00:00,"	26","	8842"
8/4/01,6:00:00,"	28","	19043"
8/4/01,6:15:00,"	24","	1631"
8/4/01,6:15:00,"	26","	8901"
8/4/01,6:15:00,"	28","	19669"
8/4/01,6:30:00,"	24","	1564"
8/4/01,6:30:00,"	26","	8874"
8/4/01,6:30:00,"	28","	19642"
8/4/01,6:45:00,"	24","	1566"
8/4/01,6:45:00,"	26","	8870"
8/4/01,6:45:00,"	28","	19571"
8/4/01,7:00:00,"	24","	1515"
8/4/01,7:00:00,"	26","	8764"
8/4/01,7:00:00,"	28","	19430"
8/4/01,7:15:00,"	24","	1813"
8/4/01,7:15:00,"	26","	9040"
8/4/01,7:15:00,"	28","	19242"
8/4/01,7:30:00,"	24","	1853"
8/4/01,7:30:00,"	26","	9074"
8/4/01,7:30:00,"	28","	19301"
8/4/01,7:45:00,"	24","	1838"
8/4/01,7:45:00,"	26","	9125"
8/4/01,7:45:00,"	28","	19601"
8/4/01,8:00:00,"	24","	1803"
8/4/01,8:00:00,"	26","	9138"
8/4/01,8:00:00,"	28","	19842"
8/4/01,8:15:00,"	24","	1986"
8/4/01,8:15:00,"	26","	9461"
8/4/01,8:15:00,"	28","	20730"
8/4/01,8:30:00,"	24","	2057"
8/4/01,8:30:00,"	26","	9552"
8/4/01,8:30:00,"	28","	21102"
8/4/01,8:45:00,"	24","	2082"
8/4/01,8:45:00,"	26","	9661"
8/4/01,8:45:00,"	28","	21533"
8/4/01,9:00:00,"	24","	2184"
8/4/01,9:00:00,"	26","	9730"
8/4/01,9:00:00,"	28","	21913"
8/4/01,9:15:00,"	24","	2179"
8/4/01,9:15:00,"	26","	10050"
8/4/01,9:15:00,"	28","	22862"
8/4/01,9:30:00,"	24","	2239"
8/4/01,9:30:00,"	26","	10192"
8/4/01,9:30:00,"	28","	23265"
8/4/01,9:45:00,"	24","	2301"
8/4/01,9:45:00,"	26","	10364"
8/4/01,9:45:00,"	28","	23685"
8/4/01,10:00:00,"	24","	2361"
8/4/01,10:00:00,"	26","	10455"
8/4/01,10:00:00,"	28","	24125"
8/4/01,10:15:00,"	24","	2553"
8/4/01,10:15:00,"	26","	10749"
8/4/01,10:15:00,"	28","	25049"
8/4/01,10:30:00,"	24","	2612"
8/4/01,10:30:00,"	26","	11054"
8/4/01,10:30:00,"	28","	25428"
8/4/01,10:45:00,"	24","	2653"
8/4/01,10:45:00,"	26","	11235"
8/4/01,10:45:00,"	28","	25782"
8/4/01,11:00:00,"	24","	2721"
8/4/01,11:00:00,"	26","	11500"
8/4/01,11:00:00,"	28","	26140"
8/4/01,11:15:00,"	24","	2691"
8/4/01,11:15:00,"	26","	12023"
8/4/01,11:15:00,"	28","	27298"
8/4/01,11:30:00,"	24","	2716"
8/4/01,11:30:00,"	26","	12313"
8/4/01,11:30:00,"	28","	27588"
8/4/01,11:45:00,"	24","	2750"
8/4/01,11:45:00,"	26","	12475"
8/4/01,11:45:00,"	28","	27830"
8/4/01,12:00:00,"	24","	2782"
8/4/01,12:00:00,"	26","	12941"
8/4/01,12:00:00,"	28","	28064"
8/4/01,12:15:00,"	24","	2825"
8/4/01,12:15:00,"	26","	12480"
8/4/01,12:15:00,"	28","	28545"
8/4/01,12:30:00,"	24","	2859"
8/4/01,12:30:00,"	26","	12522"
8/4/01,12:30:00,"	28","	28746"
8/4/01,12:45:00,"	24","	2892"
8/4/01,12:45:00,"	26","	12707"
8/4/01,12:45:00,"	28","	28922"
8/4/01,13:00:00,"	24","	2935"
8/4/01,13:00:00,"	26","	12538"
8/4/01,13:00:00,"	28","	29117"
8/4/01,13:15:00,"	24","	3049"
8/4/01,13:15:00,"	26","	13541"
8/4/01,13:15:00,"	28","	29343"
8/4/01,13:30:00,"	24","	3078"
8/4/01,13:30:00,"	26","	13862"
8/4/01,13:30:00,"	28","	29496"
8/4/01,13:45:00,"	24","	3114"
8/4/01,13:45:00,"	26","	14058"
8/4/01,13:45:00,"	28","	29652"
8/4/01,14:00:00,"	24","	3133"
8/4/01,14:00:00,"	26","	14546"
8/4/01,14:00:00,"	28","	29778"
8/4/01,14:15:00,"	24","	3212"
8/4/01,14:15:00,"	26","	14060"
8/4/01,14:15:00,"	28","	30333"
8/4/01,14:30:00,"	24","	3255"
8/4/01,14:30:00,"	26","	14120"
8/4/01,14:30:00,"	28","	30472"
8/4/01,14:45:00,"	24","	3291"
